web-scraper-order,web-scraper-start-url,page,condolist_url,condolist_url-href,Name,price,position,faci,bed,bath,space,price_per_msq
"1680795191-351","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Quintara Arte Sukhumvit 52, กรุงเทพ","https://www.ddproperty.com/property/quintara-arte-sukhumvit-52-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10671256","Quintara Arte Sukhumvit 52, กรุงเทพ","3,690,000","ซอยสุขุมวิท 52 ถนนสุขุมวิท, บางจาก, พระโขนง, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                สวนสาธารณะ
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                ห้องประชุม
                
            
            
                ห้องสมุด
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                ห้องอบซาวนา
                
            
            
                สระว่ายน้ำ","1","1","35
                        ตร.ม.","105,429"
"1680795194-352","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Quintara Phume Sukhumvit 39, กรุงเทพ","https://www.ddproperty.com/property/quintara-phume-sukhumvit-39-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10566482","Quintara Phume Sukhumvit 39, กรุงเทพ","4,990,000","ซอยสุขุมวิท 39, คลองตันเหนือ, วัฒนา, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","1","1","38
                        ตร.ม.","131,316"
"1680795196-353","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","ไอดีโอ สาทร-ท่าพระ, กรุงเทพ","https://www.ddproperty.com/property/%E0%B9%84%E0%B8%AD%E0%B8%94%E0%B8%B5%E0%B9%82%E0%B8%AD-%E0%B8%AA%E0%B8%B2%E0%B8%97%E0%B8%A3-%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B8%9E%E0%B8%A3%E0%B8%B0-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10542834","ไอดีโอ สาทร-ท่าพระ, กรุงเทพ","2,300,000","221 ถนน สมเด็จพระเจ้าตากสิน, บุคคโล, ธนบุรี, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            
                ห้องนอน
                
            
            
                เฟอร์นิเจอร์ในห้องอาหาร
                
            
            
                ตู้เย็น
                
            
            
                สวน/วิวสวนธรรมชาติ
                
            
            
                ชั้นบน 
                
            
            
                เครื่องทำครัว
                
            
            
                เฟอร์นิเจอร์ในห้องรับแขก
                
            
            
                เตาอบ/ไมโครเวฟ
                
            
            
                การตกแต่ง
                
            
            
                โทรทัศน์
                
            
            
                เครื่องซักผ้า
                
            
            
                เครื่องทำน้ำอุ่น
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถใต้ดิน
                
            
            
                ที่จอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                ห้องสมุด
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ
                
            
            
                สระเด็ก","1","1","21
                        ตร.ม.","109,524"
"1680795198-354","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","ขาย คอนโด บ้านฉางคลิฟวิว1 ระยอง, ระยอง","https://www.ddproperty.com/property/%E0%B8%82%E0%B8%B2%E0%B8%A2-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%89%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%9F%E0%B8%A7%E0%B8%B4%E0%B8%A71-%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%AD%E0%B8%87-%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%AD%E0%B8%87-%E0%B8%82%E0%B8%B2%E0%B8%A2-10635542","ขาย คอนโด บ้านฉางคลิฟวิว1 ระยอง, ระยอง","800,000","บ้านฉาง, บ้านฉาง, ระยอง","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            
                เฟอร์นิเจอร์ในห้องอาหาร
                
            
            
                เครื่องล้างจาน
                
            
            
                ชั้นล่าง
                
            
            
                วิวทะเล
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ที่จอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ลานจอดรถ
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","สตูดิโอ","1","45
                        ตร.ม.","17,778"
"1680795201-355","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Park View Viphavadi 4 : พาร์ควิว วิภาวดี 4, กรุงเทพ","https://www.ddproperty.com/property/park-view-viphavadi-4-%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84%E0%B8%A7%E0%B8%B4%E0%B8%A7-%E0%B8%A7%E0%B8%B4%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B8%B5-4-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10582097","Park View Viphavadi 4 : พาร์ควิว วิภาวดี 4, กรุงเทพ","2,900,000","6 กำแพงเพชร, ดอนเมือง, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                กล้องวงจรปิด
                
            
            
                รักษาความปลอดภัย 24 ชม.","2","2","64
                        ตร.ม.","45,312"
"1680795203-356","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Bangtao Beach Gardens : บางเทา บีช การ์เด้น, ภูเก็ต","https://www.ddproperty.com/property/bangtao-beach-gardens-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%B2-%E0%B8%9A%E0%B8%B5%E0%B8%8A-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%94%E0%B9%89%E0%B8%99-%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95-%E0%B8%82%E0%B8%B2%E0%B8%A2-10552104","Bangtao Beach Gardens : บางเทา บีช การ์เด้น, ภูเก็ต","24,900,000","ถนนบ้านดอน-เชิงทะเล, เชิงทะเล, ถลาง, ภูเก็ต","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","4","4","710
                        ตร.ม.","35,070"
"1680795206-357","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Utopia Loft Naiharn : ยูโทเปีย ลอฟท์ ในหาน, ภูเก็ต","https://www.ddproperty.com/property/utopia-loft-naiharn-%E0%B8%A2%E0%B8%B9%E0%B9%82%E0%B8%97%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2-%E0%B8%A5%E0%B8%AD%E0%B8%9F%E0%B8%97%E0%B9%8C-%E0%B9%83%E0%B8%99%E0%B8%AB%E0%B8%B2%E0%B8%99-%E0%B8%A0%E0%B8%B9%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%95-%E0%B8%82%E0%B8%B2%E0%B8%A2-10599791","Utopia Loft Naiharn : ยูโทเปีย ลอฟท์ ในหาน, ภูเก็ต","6,000,000","ซอยสวนวัด ถนนวิเศษ, ราไวย์, เมืองภูเก็ต, ภูเก็ต","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ซาวน่า
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","1","1","42
                        ตร.ม.","142,857"
"1680795208-358","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","ขาย คอนโด บ้านฉางคลิฟวิว2 ระยอง, ระยอง","https://www.ddproperty.com/property/%E0%B8%82%E0%B8%B2%E0%B8%A2-%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%89%E0%B8%B2%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%9F%E0%B8%A7%E0%B8%B4%E0%B8%A72-%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%AD%E0%B8%87-%E0%B8%A3%E0%B8%B0%E0%B8%A2%E0%B8%AD%E0%B8%87-%E0%B8%82%E0%B8%B2%E0%B8%A2-10635624","ขาย คอนโด บ้านฉางคลิฟวิว2 ระยอง, ระยอง","700,000","บ้านฉาง, บ้านฉาง, ระยอง","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            
                ชั้นบน 
                
            
            
                วิวทะเล
                
            
            
                เครื่องทำน้ำอุ่น
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ที่จอดรถ
                
            
            
                กล้องวงจรปิด
                
            
            
                ลานจอดรถ
                
            
            
                อ่างแช่น้ำ
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","สตูดิโอ","1","31
                        ตร.ม.","22,581"
"1680795211-359","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","XT Huaikhwang : เอกซ์ที ห้วยขวาง, กรุงเทพ","https://www.ddproperty.com/property/xt-huaikhwang-%E0%B9%80%E0%B8%AD%E0%B8%81%E0%B8%8B%E0%B9%8C%E0%B8%97%E0%B8%B5-%E0%B8%AB%E0%B9%89%E0%B8%A7%E0%B8%A2%E0%B8%82%E0%B8%A7%E0%B8%B2%E0%B8%87-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-9861499","XT Huaikhwang : เอกซ์ที ห้วยขวาง, กรุงเทพ","3,790,000","244 รัชดาภิเษก, ห้วยขวาง, ห้วยขวาง, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            
                ห้องนอน
                
            
            
                วิวเมือง
                
            
            
                เครื่องดูดควันจากเตา
                
            
            
                เฟอร์นิเจอร์ในห้องอาหาร
                
            
            
                ตู้เย็น
                
            
            
                สวน/วิวสวนธรรมชาติ
                
            
            
                การเชื่อมต่ออินเทอร์เน็ต
                
            
            
                เครื่องทำครัว
                
            
            
                เฟอร์นิเจอร์ในห้องรับแขก
                
            
            
                พนักงานทำความสะอาด
                
            
            
                เตาอบ/ไมโครเวฟ
                
            
            
                ลานกลางแจ้ง
                
            
            
                การตกแต่ง
                
            
            
                ระเบียงดาดฟ้า
                
            
            
                เทอเรซ
                
            
            
                โทรทัศน์
                
            
            
                ห้องเก็บเสื้อผ้า
                
            
            
                เครื่องซักผ้า
                
            
            
                เครื่องทำน้ำอุ่น
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ที่จอดรถ
                
            
            
                สโมสร
                
            
            
                คลับเฮ้าส์
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                ห้องประชุม
                
            
            
                ห้องสมุด
                
            
            
                ศาลาชมทิวทัศน์
                
            
            
                รักษาความปลอดภัย 24 ชม.","1","1","28
                        ตร.ม.","135,357"
"1680795213-360","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Supalai Park Khaerai-Ngamwongwan : ศุภาลัย ปาร์ค แคราย - งามวงศ์วาน, นนทบุรี","https://www.ddproperty.com/property/supalai-park-khaerai-ngamwongwan-%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2-%E0%B8%9B%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%84-%E0%B9%81%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%A2-%E0%B8%87%E0%B8%B2%E0%B8%A1%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%A7%E0%B8%B2%E0%B8%99-%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-%E0%B8%82%E0%B8%B2%E0%B8%A2-10607416","Supalai Park Khaerai-Ngamwongwan : ศุภาลัย ปาร์ค แคราย - งามวงศ์วาน, นนทบุรี","1,650,000","รัตนาธิเบศร์, บางกระสอ, เมืองนนทบุรี, นนทบุรี","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                เครื่องปรับอากาศ
                
            
            
                ระเบียง
                
            
            
                ชั้นบน 
                
            
            
                เครื่องทำน้ำอุ่น
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                มินิมาร์ท
                
            
            
                ซาวน่า
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ
                
            
            
                สระเด็ก","สตูดิโอ","1","31
                        ตร.ม.","53,226"
"1680795215-361","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","The Base Saphanmai : เดอะ เบส สะพานใหม่, กรุงเทพ","https://www.ddproperty.com/property/the-base-saphanmai-%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0-%E0%B9%80%E0%B8%9A%E0%B8%AA-%E0%B8%AA%E0%B8%B0%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-10560178","The Base Saphanmai : เดอะ เบส สะพานใหม่, กรุงเทพ","2,750,000","ถนนพหลโยธิน, อนุสาวรีย์, บางเขน, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

        
        
            จุดเด่น
        
        
            สิ่งอำนวยความสะดวก
        
        
    
        
        
            จุดเด่น
                
            
        
        
            
                ห้องนอน
                
            
            
                เครื่องทำครัว
                
            
            
                เตาอบ/ไมโครเวฟ
                
            
            
                โทรทัศน์
                
            
            
                เครื่องซักผ้า
                
            
            

            
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                คลับเฮ้าส์
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                ซัก อบ รีด
                
            
            
                ห้องสมุด
                
            
            
                สนามเด็กเล่น
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                ห้องอบซาวนา
                
            
            
                สระว่ายน้ำ","1","1","28
                        ตร.ม.","98,214"
"1680795218-362","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","Empire Tower Pattaya, ชลบุรี","https://www.ddproperty.com/property/empire-tower-pattaya-%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5-%E0%B8%82%E0%B8%B2%E0%B8%A2-10277812","Empire Tower Pattaya, ชลบุรี","2,490,000","ซอยบุณย์กัญจนาราม 8, หนองปรือ, บางละมุง, ชลบุรี","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                Cafes
                
            
            
                ลานจอดรถ
                
            
            
                สนามเด็กเล่น
                
            
            
                สวนสาธารณะ
                
            
            
                กล้องวงจรปิด
                
            
            
                Eateries
                
            
            
                ฟิตเนส
                
            
            
                ระเบียงดาดฟ้า
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สกายเลานจ์
                
            
            
                สระว่ายน้ำ","1","1","32.5
                        ตร.ม.","76,615"
"1680795221-363","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2?listing_type=sale&property_type=N&property_type_code[]=CONDO&market=residential&tenure[]=F&search=true","https://www.ddproperty.com/%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A8%E0%B8%82%E0%B8%B2%E0%B8%A2/14?property_type=N&property_type_code%5B0%5D=CONDO&search=true&tenure%5B0%5D=F","L Loft Ratchada 19 :  แอล ลอฟท์ รัชดา 19, กรุงเทพ","https://www.ddproperty.com/property/l-loft-ratchada-19-%E0%B9%81%E0%B8%AD%E0%B8%A5-%E0%B8%A5%E0%B8%AD%E0%B8%9F%E0%B8%97%E0%B9%8C-%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2-19-%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E-%E0%B8%82%E0%B8%B2%E0%B8%A2-8675403","L Loft Ratchada 19 :  แอล ลอฟท์ รัชดา 19, กรุงเทพ","3,700,000","ซอยรัชดา 19, จอมพล, จตุจักร, กรุงเทพ","สิ่งอำนวยความสะดวก & สถานที่ใกล้เคียง

    
        
        
            สิ่งอำนวยความสะดวก
                
            
        
        
            
                ลานจอดรถ
                
            
            
                สโมสร
                
            
            
                กล้องวงจรปิด
                
            
            
                ฟิตเนส
                
            
            
                รักษาความปลอดภัย 24 ชม.
                
            
            
                สระว่ายน้ำ","1","1","41
                        ตร.ม.","90,244"
